judul_berita;portal_media;tanngal_publikasi;url;hasil_sentimen;olahan_teks
Tim Prabowo - Gibran di Tapteng Berbagi Susu Gratis;UtamaNews;11/12/2023;https://www.utamanews.com/pemilukada/Tim-Prabowo---Gibran-di-Tapteng-Berbagi-Susu-Gratis;netral;tim prabowo gibran tapteng susu gratis
Ini Persiapan Prabowo-Gibran Jelang Debat Perdana Capres ...;MSN;11/12/2023;https://www.msn.com/id-id/ekonomi/bisnis/ini-persiapan-prabowo-gibran-jelang-debat-perdana-capres-cawapres-besok/ar-AA1ljjHb;netral;prabowo gibran jelang debat perdana capres
Mantan Waketum Gerindra Gelar Polling Capres-Cawapres ...;Herald.id;11/12/2023;https://herald.id/2023/12/11/mantan-waketum-gerindra-gelar-polling-capres-cawapres-prabowo-gibran-di-posisi-buncit/;netral;waketum gerindra gelar polling capres cawapres
Pengamat: Gaya Komunikasi Kreatif Harus Diimbangi Kemampuan Adu Gagasan;Tribunnews.com;11/12/2023;https://www.tribunnews.com/matalokal/2023/12/11/pengamat-gaya-komunikasi-kreatif-harus-diimbangi-kemampuan-adu-gagasan;netral;gaya komunikasi kreatif imbang gagas
Bisa Jadi GONG! Reuni Akbar BEJO di Jatim, Yakin Antarkan ...;Duta.co;11/12/2023;https://redaksi.duta.co/bisa-jadi-gong-reuni-akbar-bejo-di-jatim-yakin-antarkan-prabowo-gibran-menang-1-putaran/;negatif;gong reuni akbar bejo jatim
Survei LSI Denny JA: Prabowo-Gibran Diambang Kemenangan;CARITAU.COM;11/12/2023;https://caritau.com/post/survei-lsi-denny-ja-prabowo-gibran-diambang-kemenangan;netral;survei lsi denny prabowo gibran ambang menang
LPI Bustanul Ulum Kecolongan, Anak dibawah Umur ...;Media Serikat Nasional;11/12/2023;https://www.serikatnasional.id/2023/12/viral-video-berdurasi-20-detik.html;netral;lpi bustanul ulum colong umur
"Gus Miftah Sowan di Pati atas Mandat Prabowo, Sebut Prabowo-Gibran Mewakili 
Lintas Generasi";Tribun Jateng;11/12/2023;https://jateng.tribunnews.com/2023/12/11/gus-miftah-sowan-di-pati-atas-mandat-prabowo-sebut-prabowo-gibran-mewakili-lintas-generasi;netral;miftah sowan pati mandat prabowo prabowo gibran lintas generasi
Gibran: Jangan terlena hasil survei yang bagus untuk paslon 02o;ANTARA News Jawa Barat;11/12/2023;https://jabar.antaranews.com/berita/483648/gibran-jangan-terlena-hasil-survei-yang-bagus-untuk-paslon-02o?page=all;netral;gibran lena hasil survei bagus paslon
TKN Prabowo-Gibran Senam Gemoy Bareng Emak-emak ...;Makassar Today;11/12/2023;https://makassartoday.com/2023/12/11/tkn-prabowo-gibran-senam-gemoy-bareng-emak-emak-penjaringan/;netral;tkn prabowo gibran senam gemoy bareng
Seperti Prabowo-Gibran, Ganjar-Mahfud akan Lanjutkan ...;MSN;11/12/2023;https://www.msn.com/id-id/ekonomi/bisnis/seperti-prabowo-gibran-ganjar-mahfud-akan-lanjutkan-hilirisasi-industri-jokowi/ar-AA1lmwz3;netral;prabowo gibran ganjar mahfud
Poltracking: Prabowo-Gibran 45,2 Persen, Paslon Lain di ...;MSN;11/12/2023;https://www.msn.com/id-id/berita/nasional/poltracking-prabowo-gibran-45-2-persen-paslon-lain-di-bawah-30-persen/ar-AA1ljgbz;netral;poltracking prabowo gibran paslon
Gibran akan Setop Bagi-Bagi Susu Jika Bawaslu Resmi ...;Pemilu Kita;11/12/2023;https://pemilukita.republika.co.id/berita/s5i20f409/gibran-akan-setop-bagibagi-susu-jika-bawaslu-resmi-berikan-teguran;netral;gibran setop susu bawaslu resmi
Hadapi Debat Capres, Grace: Prabowo Siap Kembalikan Marwah KPK;KOMPAS.tv;11/12/2023;https://www.kompas.tv/nasional/468275/hadapi-debat-capres-grace-prabowo-siap-kembalikan-marwah-kpk;netral;debat capres grace prabowo marwah kpk
Elektabilitas Prabowo Gibran Naik, Ganjar Mahfud Menurun;Cumicumi.com;11/12/2023;https://m.cumicumi.com/articles/hot-news/6576b86ed8badb6331015a3b/elektabilitas-prabowo-gibran-naik-ganjar-mahfud-menurun;netral;elektabilitas prabowo gibran ganjar mahfud turun
"Pengamat: Isu Jokowi 3 Periode Lebih Menarik Bagi Masyarakat daripada 
Dinasti Politik Gibran";Pikiran-Rakyat.com;11/12/2023;https://www.pikiran-rakyat.com/nasional/pr-017462361/pengamat-isu-jokowi-3-periode-lebih-menarik-bagi-masyarakat-daripada-dinasti-politik-gibran;netral;isu jokowi periode tarik masyarakat dinasti politik gibran
Tugas Khusus Partai Gelora Bagi Prabowo di Pilpres 2024 - Akurat;Akurat.co;11/12/2023;https://www.akurat.co/nasional/1303472059/tugas-khusus-partai-gelora-bagi-prabowo-di-pilpres-2024;netral;tugas partai gelora prabowo pilpres akurat
Kampanye di Pasar Rumput Manggarai, Gibran Dicurhati Harga Beras Naik;CNN Indonesia;11/12/2023;https://www.cnnindonesia.com/nasional/20231211141726-617-1035696/kampanye-di-pasar-rumput-manggarai-gibran-dicurhati-harga-beras-naik;netral;kampanye pasar rumput manggarai gibran dicurhati harga beras
"Tidak mendendam meski hatinya dilukai, ternyata ini weton yang dimiliki 
Prabowo Subianto - Hops ID";Hops.ID;11/12/2023;https://www.hops.id/unik/29411165821/tidak-mendendam-meski-hatinya-dilukai-ternyata-ini-weton-yang-dimiliki-prabowo-subianto;positif;dendam hati weton prabowo subianto hops
Beda Cara Respons Gibran dan Jokowi soal Gelar Alumnus UGM Paling Memalukan;Kabar24;11/12/2023;https://kabar24.bisnis.com/read/20231211/15/1722827/beda-cara-respons-gibran-dan-jokowi-soal-gelar-alumnus-ugm-paling-memalukan;negatif;beda respons gibran jokowi gelar alumnus ugm malu
"Dibongkar Nikita Mirzani, Prabowo Subianto Tak Pernah Hancurkan Sarang Laba 
Laba Gegara Hal Ini! - Kilat";Kilat;11/12/2023;https://www.kilat.com/nasional/84411163225/dibongkar-nikita-mirzani-prabowo-subianto-tak-pernah-hancurkan-sarang-laba-laba-gegara-hal-ini;negatif;bongkar nikita mirzani prabowo subianto hancur sarang laba laba gegara kilat
Menangkan Prabowo-Gibran di Jabar, Dede Yusuf Bentuk Relawan Barade Gemoy;IniSumedang.Com;11/12/2023;https://inisumedang.com/menangkan-prabowo-gibran-di-jabar-dede-yusuf-bentuk-relawan-barade-gemoy/;netral;menang prabowo gibran jabar dede yusuf bentuk rawan barade gemoy
Bawaslu Kaji Tabloid Prabowo Gibran yang Tersebar di Demak, Ini Hasilnya;Beta News;11/12/2023;https://betanews.id/2023/12/bawaslu-kaji-tabloid-prabowo-gibran-tersebar-di-demak-ini-hasilnya.html;netral;bawaslu kaji tabloid prabowo gibran sebar demak hasil
Prabowo-Gibran Janjikan Bangun 150.000 Rumah di Desa ...;JPNN.com Jatim;11/12/2023;https://jatim.jpnn.com/politik/26409/prabowo-gibran-janjikan-bangun-150000-rumah-di-desa-jika-menang-pilpres-2024;netral;prabowo gibran janji bangun rumah desa
"Siap Menangkan Prabowo-Gibran di Batam, Tokoh Tionghoa Tempatan Berkunjung 
Ke TKD";Own Talk;11/12/2023;https://owntalk.co.id/2023/12/11/siap-menangkan-prabowo-gibran-di-batam-tokoh-tionghoa-tempatan-berkunjung-ke-tkd/;netral;menang prabowo gibran batam tokoh tionghoa kunjung tkd
Darmawangsyah Muin Yakin Prabowo-Gibran Menang 65 ...;Makassar Terkini;11/12/2023;https://makassar.terkini.id/darmawangsyah-muin-yakin-prabowo-gibran-menang-65-persen-di-sulsel/;netral;darmawangsyah muin prabowo gibran menang
"Gerindra Solo Tampik Status Prabowo Tanpa Pendamping Buat Prabowo-Gibran 
Sulit Raih Suara Perempuan";Tribun Solo;11/12/2023;https://solo.tribunnews.com/2023/12/11/gerindra-solo-tampik-status-prabowo-tanpa-pendamping-buat-prabowo-gibran-sulit-raih-suara-perempuan;netral;gerindra solo tampik status prabowo damping prabowo gibran sulit raih suara perempuan
Duet Prabowo-Gibran Paling Banyak Manjadi Sasaran Ujaran ...;MerahPutih;11/12/2023;https://merahputih.com/post/read/duet-prabowo-gibran-paling-banyak-manjadi-sasaran-ujaran-kebencian;netral;duet prabowo gibran manjadi sasar
"Tanya ke Masyarakat Apa BPJS, KIS dan KIP Mau Dilanjutkan? Gibran: Yang 
Lansia Kita Jaga Juga";Suarabekaci.id;11/12/2023;https://bekaci.suara.com/read/2023/12/11/205952/tanya-ke-masyarakat-apa-bpjs-kis-dan-kip-mau-dilanjutkan-gibran-yang-lansia-kita-jaga-juga;netral;masyarakat bpjs kis kip gibran lanjut usia jaga
"Keyakinan Golkar Karanganyar, Pemilih Bimbang dari Gen X Bakal Pilih 
Prabowo-Gibran";Tribun Solo;11/12/2023;https://solo.tribunnews.com/2023/12/12/keyakinan-golkar-karanganyar-pemilih-bimbang-dari-gen-x-bakal-pilih-prabowo-gibran;netral;golkar karanganyar pilih bimbang x pilih prabowo gibran
Prabowo: Kalau Rakyat Tak Suka Prabowo-Gibran, Jangan Pilih!;CNBC Indonesia;12/12/2023;https://www.cnbcindonesia.com/news/20231212211902-4-496666/prabowo-kalau-rakyat-tak-suka-prabowo-gibran-jangan-pilih;negatif;prabowo rakyat suka prabowo gibran pilih
"Dibela Prabowo soal Putusan MK, Gibran Langsung Berdiri dan Bangkitkan 
Semangat Pendukungnya - Kompas.com";KOMPAS.com;12/12/2023;https://nasional.kompas.com/read/2023/12/12/21464241/dibela-prabowo-soal-putusan-mk-gibran-langsung-berdiri-dan-bangkitkan;netral;prabowo putus mk gibran bangkit semangat dukung kompas com
Momen Gibran Semangati Prabowo usai Jawab Pertanyaan ...;CNN Indonesia;12/12/2023;https://www.cnnindonesia.com/nasional/20231213013808-617-1036496/momen-gibran-semangati-prabowo-usai-jawab-pertanyaan-soal-putusan-mk;netral;momen gibran semangat prabowo
[HOAKS] Paslon Prabowo-Gibran Bubar - 12/12/2023 - Kabar ...;Kabar Sanggau;12/12/2023;https://kabar.sanggau.go.id/2023/12/13/hoaks-paslon-prabowo-gibran-bubar-12-12-2023/;netral;hoaks paslon prabowo gibran bubar kabar
Gibran Buka Suara soal Performa Prabowo di Debat Pertama Capres;CNN Indonesia;12/12/2023;https://www.cnnindonesia.com/nasional/20231213010234-617-1036494/gibran-buka-suara-soal-performa-prabowo-di-debat-pertama-capres;netral;gibran suara performa prabowo debat capres
"Survei Litbang ""Kompas"": Melonjaknya Suara Prabowo-Gibran dan Beralihnya 
Pendukung Jokowi - Kompas.com";KOMPAS.com;12/12/2023;https://nasional.kompas.com/read/2023/12/12/05150081/survei-litbang-kompas---melonjaknya-suara-prabowo-gibran-dan-beralihnya?page=all;netral;survei teliti dan kembang kompas lonjak suara prabowo gibran alih dukung jokowi kompas com
TKN: Prabowo-Gibran Makin Diserang Makin Naik;detikNews;12/12/2023;https://news.detik.com/pemilu/d-7086094/tkn-prabowo-gibran-makin-diserang-makin-naik;netral;tkn prabowo gibran serang
TKN Prabowo-Gibran Janji Prioritaskan Swasembada Pangan di Lampung;detikcom;12/12/2023;https://www.detik.com/sumbagsel/berita/d-7086986/tkn-prabowo-gibran-janji-prioritaskan-swasembada-pangan-di-lampung;netral;tkn prabowo gibran janji prioritas swasembada pangan lampung
TKN Optimistis Elektabilitas Prabowo-Gibran Bakal Meroket ...;Kabar24;12/12/2023;https://kabar24.bisnis.com/read/20231213/15/1723483/tkn-optimistis-elektabilitas-prabowo-gibran-bakal-meroket-usai-debat-capres-ini-4-alasannya;netral;tkn optimistis elektabilitas prabowo gibran roket
Kubu Prabowo-Gibran Akui Bingung dengan Sikap PDIP kepada Jokowi;Kabar24;12/12/2023;https://kabar24.bisnis.com/read/20231212/15/1723228/kubu-prabowo-gibran-akui-bingung-dengan-sikap-pdip-kepada-jokowi;negatif;kubu prabowo gibran bingung sikap pdip jokowi
Hari ke-16 kampanye: Prabowo bertolak ke Magelang, Gibran ke Surakarta;Antaranews.com;12/12/2023;https://www.antaranews.com/berita/3869142/hari-ke-16-kampanye-prabowo-bertolak-ke-magelang-gibran-ke-surakarta;netral;kampanye prabowo tolak magelang gibran surakarta
Gibran Bakar Semangat Saat Prabowo-Anies Debat Putusan MK, TKN: Spontan;detikNews;12/12/2023;https://news.detik.com/pemilu/d-7087568/gibran-bakar-semangat-saat-prabowo-anies-debat-putusan-mk-tkn-spontan;netral;gibran bakar semangat prabowo anies debat putus mk tkn spontan
TKN: Prabowo-Gibran perjuangkan hak kesetaraan gender dan disabilitas;Antaranews.com;12/12/2023;https://www.antaranews.com/berita/3868092/tkn-prabowo-gibran-perjuangkan-hak-kesetaraan-gender-dan-disabilitas;netral;tkn prabowo gibran juang gender disabilitas
Ribuan starling deklarasi dukung Prabowo-Gibran;Antaranews.com;12/12/2023;https://www.antaranews.com/berita/3867903/ribuan-starling-deklarasi-dukung-prabowo-gibran;netral;starling deklarasi dukung prabowo gibran
Isu Ketenagakerjaan Menjadi Perhatian Pasangan Prabowo-Gibran;KONTAN;12/12/2023;https://nasional.kontan.co.id/news/isu-ketenagakerjaan-menjadi-perhatian-pasangan-prabowo-gibran;netral;isu ketenagakerjaan perhati pasang prabowo gibran
Airlangga Hartarto: Prabowo-Gibran Nomor 1, Masa Partainya Nggak Ikut?;Detik;12/12/2023;https://www.detik.com/sumbagsel/berita/d-7084446/airlangga-hartarto-prabowo-gibran-nomor-1-masa-partainya-nggak-ikut;netral;airlangga hartarto prabowo gibran nomor partai
Khofifah soal Sinyal Dukung Prabowo-Gibran: Resminya Januari 2024;CNN Indonesia;12/12/2023;https://www.cnnindonesia.com/nasional/20231212122443-617-1036092/khofifah-soal-sinyal-dukung-prabowo-gibran-resminya-januari-2024;netral;khofifah sinyal dukung prabowo gibran resmi januari
Yusril Tegaskan Prabowo-Gibran Tetap Dapat Legitimasi Hukum Politik Kokoh;detikNews;12/12/2023;https://news.detik.com/pemilu/d-7086526/yusril-tegaskan-prabowo-gibran-tetap-dapat-legitimasi-hukum-politik-kokoh;netral;yusril prabowo gibran legitimasi hukum politik kokoh
"Prabowo-Gibran Memimpin di Hasil Survei Capres-Cawapres, Gibran Ingatkan 
Pentingnya Kerja Keras dan Fokus";Liputan6.com;12/12/2023;https://www.liputan6.com/surabaya/read/5478998/prabowo-gibran-memimpin-di-hasil-survei-capres-cawapres-gibran-ingatkan-pentingnya-kerja-keras-dan-fokus;netral;prabowo gibran pimpin hasil survei capres cawapres gibran keras fokus
Siap ikuti debat, Prabowo-Gibran berangkat dari Jalan Kertanegara;ANTARA News;12/12/2023;https://www.antaranews.com/video/3868107/siap-ikuti-debat-prabowo-gibran-berangkat-dari-jalan-kertanegara;netral;debat prabowo gibran berangkat kertanegara
KISP Ungkap Belanja Iklan Medsos Prabowo-Anies-Ganjar di Pilpres 2024;CNN Indonesia;12/12/2023;https://www.cnnindonesia.com/nasional/20231212153704-617-1036236/kisp-ungkap-belanja-iklan-medsos-prabowo-anies-ganjar-di-pilpres-2024;netral;kisp belanja iklan medsos prabowo anies ganjar pilpres
PSI Yakin Prabowo-Gibran Menang di Kota Depok ...;News;12/12/2023;https://news.republika.co.id/berita/s5l00k484/psi-yakin-prabowogibran-menang-di-kota-depok;netral;psi prabowo gibran menang kota depok
TKN Bantah Prabowo-Gibran Gunakan Konsultan Politik Bongbong Marcos;Nasional tempo;12/12/2023;https://nasional.tempo.co/read/1808452/tkn-bantah-prabowo-gibran-gunakan-konsultan-politik-bongbong-marcos;netral;tkn bantah prabowo gibran konsultan politik bongbong marcos
TKN Prabowo-Gibran: Anies Tak Update, UU ITE Baru Direvisi Kedua Kalinya;detikNews;12/12/2023;https://news.detik.com/pemilu/d-7087075/tkn-prabowo-gibran-anies-tak-update-uu-ite-baru-direvisi-kedua-kalinya;netral;tkn prabowo gibran anies update uu revisi
"Bersamaan Debat Capres, Relawan Prabowo-Gibran Gelar Istighosah dan Doa 
Bersama";Liputan6.com;12/12/2023;https://www.liputan6.com/pemilu/read/5480026/bersamaan-debat-capres-relawan-prabowo-gibran-gelar-istighosah-dan-doa-bersama;netral;debat capres rawan prabowo gibran gelar istighosah doa
"Bawaslu Larang Peredaran Tabloid ""Indonesia Maju"" Bergambar Prabowo-Gibran, 
Ini Alasannya - Kompas.com";Regional - KOMPAS.com;12/12/2023;https://regional.kompas.com/read/2023/12/12/232831278/bawaslu-larang-peredaran-tabloid-indonesia-maju-bergambar-prabowo-gibran;netral;bawaslu larang tabloid indonesia maju gambar prabowo gibran alas kompas com
"Beda Gaya Anies-Muhaimin, Prabowo-Gibran, dan Ganjar-Mahhfud di Debat 
Perdana Capres";Nasional;12/12/2023;https://nasional.tempo.co/read/1808592/beda-gaya-anies-muhaimin-prabowo-gibran-dan-ganjar-mahhfud-di-debat-perdana-capres;netral;beda gaya anies muhaimin prabowo gibran ganjar mahhfud debat perdana capres
"Janji Prabowo-Gibran di Acara Waktunya Indonesia Maju: Ingin Lihat 
Indonesia Jadi Bangsa yang Makmur";Tribunnews.com;12/12/2023;https://bangka.tribunnews.com/2023/12/12/janji-prabowo-gibran-di-acara-waktunya-indonesia-maju-ingin-lihat-indonesia-jadi-bangsa-yang-makmur;positif;janji prabowo gibran indonesia maju indonesia bangsa makmur
"Kirana Larasati di Barisan Paling Depan Pendukung Prabowo-Gibran dalam 
Debat Capres 2024";BeritaSatu.com;12/12/2023;https://www.beritasatu.com/bersatu-kawal-pemilu/2786482/kirana-larasati-di-barisan-paling-depan-pendukung-prabowo-gibran-dalam-debat-capres-2024;netral;kirana larasati baris dukung prabowo gibran dalam debat capres
Survei ASI: Prabowo-Gibran 34,2%, Ganjar-Mahfud 30,7 ...;20detik;12/12/2023;https://20.detik.com/detikupdate/20231212-231212043/survei-asi-prabowo-gibran-34-2-ganjar-mahfud-30-7-amin-26-3;netral;survei prabowo gibran ganjar mahfud
"TKN Prabowo-Gibran Paparkan Kesuksesan Makan Siang Gratis untuk Siswa di 
India dan Sudan";HEADLINE KALTIM;12/12/2023;https://headlinekaltim.co/tkn-prabowo-gibran-paparkan-kesuksesan-makan-siang-gratis-untuk-siswa-di-india-dan-sudan/;netral;tkn prabowo gibran sukses siang gratis siswa india sudan
Prabowo-Gibran Janjikan Insentif Pajak untuk Klub Olahraga, Apa Perlu?;Katadata;12/12/2023;https://katadata.co.id/ferrika/finansial/657819eb1b450/prabowo-gibran-janjikan-insentif-pajak-untuk-klub-olahraga-apa-perlu;netral;prabowo gibran janji insentif pajak klub olahraga
"Dinilai Mampu Berantas Korupsi, Prabowo-Gibran Berpotensi Menang Satu 
Putaran";Tribun Jabar;12/12/2023;https://jabar.tribunnews.com/2023/12/12/dinilai-mampu-berantas-korupsi-prabowo-gibran-berpotensi-menang-satu-putaran;netral;nilai berantas korupsi prabowo gibran potensi menang putar
Merasa Terharu, Prabowo Resmikan Posko Pemenangan JW ...;Gatra.com;12/12/2023;https://www.gatra.com/news-587814-politik-merasa-terharu-prabowo-resmikan-posko-pemenangan-jw-movement-for-prabowo-gibran.html;netral;prabowo resmi posko menang jw
PRIDE Kepri: Siap Sebar Konten Positif untuk Prabowo ...;Batamnews.co.id;12/12/2023;https://www.batamnews.co.id/berita-107477-pride-kepri-siap-sebar-konten-positif-untuk-prabowo-gibran-di-bumi-bunda-tanah-melayu.html;netral;pride kepri sebar konten positif prabowo
"TKN Prabowo-Gibran Tak Merasa Risau saat Anies Bawa Orang Tua Harun Al 
Rasyid di Debat Capres";Tribunnews.com;12/12/2023;https://www.tribunnews.com/mata-lokal-memilih/2023/12/13/tkn-prabowo-gibran-tak-merasa-risau-saat-anies-bawa-orang-tua-harun-al-rasyid-di-debat-capres;netral;tkn prabowo gibran risau anies tua harun rasyid debat capres
"Jawab Anies Baswedan, TKN Prabowo-Gibran: Bansos Masih Dibutuhkan Warga 
sekalipun di Negara Maju - Jawa Pos";JawaPos.com;12/12/2023;https://www.jawapos.com/politik/013475421/jawab-anies-baswedan-tkn-prabowo-gibran-bansos-masih-dibutuhkan-warga-sekalipun-di-negara-maju;netral;anies baswedan tkn prabowo gibran bansos butuh negara maju pos
Bappilu DPD Gerindra Jabar Galang Dukungan untuk Menangkan Prabowo-Gibran;JPNN.com;12/12/2023;https://www.jpnn.com/news/bappilu-dpd-gerindra-jabar-galang-dukungan-untuk-menangkan-prabowo-gibran;netral;bappilu dpd gerindra jabar galang dukung menang prabowo gibran
"Padangan Pengamat Politik Soal Sindiran-sindiran Anies Baswedan ke 
Prabowo-Gibran Saat Kampanye";Warta Kota;12/12/2023;https://wartakota.tribunnews.com/2023/12/12/padangan-pengamat-politik-soal-sindiran-sindiran-anies-baswedan-ke-prabowo-gibran-saat-kampanye;netral;padang politik sindir sindir anies baswedan prabowo gibran kampanye
"Dua Nama Tokoh Ini Memberi Pengaruh Besar untuk Elektabilitas 
Prabowo-Gibran di Bogor";JPNN.com;12/12/2023;https://www.jpnn.com/news/dua-nama-tokoh-ini-memberi-pengaruh-besar-untuk-elektabilitas-prabowo-gibran-di-bogor;netral;nama tokoh pengaruh elektabilitas prabowo gibran bogor
Zarry Hendrik Bersama Pelaku Seni Bersatu Dukung Prabowo-Gibran;Viva;12/12/2023;https://www.viva.co.id/berita/politik/1667002-zarry-hendrik-bersama-pelaku-seni-bersatu-dukung-prabowo-gibran;netral;zarry hendrik dukung prabowo gibran
Prabowo-Gibran 1 Putaran, TKD DKI Jakarta Bentuk Tim 100 ...;Suara Pantau;12/12/2023;https://suarapantau.com/2023/12/12/prabowo-gibran-1-putaran-tkd-dki-jakarta-bentuk-tim-100-galang-1-juta-suara-anak-muda/;netral;prabowo gibran putar tkd dki jakarta bentuk tim
Tim Prabowo Sebut Ada yang Kampanye Tiap Hari tapi Elektabilitas Tak Naik;detikNews;12/12/2023;https://news.detik.com/pemilu/d-7086074/tim-prabowo-sebut-ada-yang-kampanye-tiap-hari-tapi-elektabilitas-tak-naik;netral;tim prabowo kampanye elektabilitas
PAN Sesumbar Suara Prabowo-Gibran di Lombok Tengah ...;NTB Satu;12/12/2023;https://ntbsatu.com/2023/12/12/pan-sesumbar-suara-prabowo-gibran-di-lombok-tengah-bisa-sampai-70-persen.html;netral;sesumbar suara prabowo gibran lombok
Survei Unggulkan Prabowo-Gibran, TPD AMIN dan Ganjar ...;Rakyat Sulsel;12/12/2023;https://rakyatsulsel.fajar.co.id/2023/12/13/survei-unggulkan-prabowo-gibran-tpd-amin-dan-ganjar-tanggapi-santai/;netral;survei unggul prabowo gibran tpd amin ganjar
"Abuya Muhtadi Dimyati Ajak Seluruh Nusantara Dukung Prabowo-Gibran 2024 - 
Kompasiana.com";Kompasiana.com;12/12/2023;https://www.kompasiana.com/agungbudhinugroho0910/65788deade948f0cab784e65/abuya-muhtadi-dimyati-ajak-seluruh-nusantara-dukung-prabowo-gibran-2024;netral;abuya muhtadi dimyati ajak nusantara dukung prabowo gibran kompasiana com
Jelang Debat Perdana, Gibran Rakabuming Raka Tiba di Kediaman Prabowo;Okezone Video;12/12/2023;https://video.okezone.com/play/2023/12/12/1/175049/jelang-debat-perdana-gibran-rakabuming-raka-tiba-di-kediaman-prabowo;netral;jelang debat perdana gibran rakabuming diam prabowo
"Parpol Pengusung Prabowo-Gibran di Cianjur Gelar Nonton Bareng, Optimis 
Bisa Peroleh 56 Persen Suara";Tribun Jabar;12/12/2023;https://jabar.tribunnews.com/2023/12/12/parpol-pengusung-prabowo-gibran-di-cianjur-gelar-nonton-bareng-optimis-bisa-peroleh-56-persen-suara;netral;partai politik usung prabowo gibran cianjur gelar nonton bareng optimis suara
Partai Gerindra Kabupaten Bekasi Bertekad Pertahankan ...;Radarbekasi.id;12/12/2023;https://radarbekasi.id/2023/12/12/partai-gerindra-kabupaten-bekasi-bertekad-pertahankan-perolehan-suara-dan-menangkan-prabowo-gibran/;positif;partai gerindra kabupaten bekas tekad tahan
"Muhammad Sirod Kawal Langkah dr. Sulaiman Umar sebagai Ketua TKD Kalsel 
Prabowo-Gibran - Jawa Pos";JawaPos.com;12/12/2023;https://www.jawapos.com/politik/013476675/muhammad-sirod-kawal-langkah-dr-sulaiman-umar-sebagai-ketua-tkd-kalsel-prabowo-gibran;netral;muhammad sirod kawal langkah dr sulaiman umar ketua tkd kalsel prabowo gibran pos
"Joget Gemoy Prabowo Jadi Nyinyiran, Gibran Rakabuming Tak Tinggal Diam dan 
Ungkap Alasannya - Kilat";Kilat;12/12/2023;https://www.kilat.com/nasional/84411176218/joget-gemoy-prabowo-jadi-nyinyiran-gibran-rakabuming-tak-tinggal-diam-dan-ungkap-alasannya;netral;joget gemoy prabowo nyinyir gibran rakabuming diam alas kilat
"Menangkan Jokowi Dengan Memilih Prabowo Gibran: Jangan Terbius dengan 
Kata-Kata - Kompasiana.com";Kompasiana.com;12/12/2023;https://www.kompasiana.com/prabowogibranpresiden/6578f66fde948f25b512a7d2/menangkan-jokowi-dengan-memilih-prabowo-gibran-jangan-terbius-dgn-kata-kata;netral;menang jokowi pilih prabowo gibran bius kompasiana com
"John Morin Sebut Prabowo-Gibran Paling Berpotensi Melanjutkan Pembangunan 
di Tanah Papua";Tribun Papua Barat;12/12/2023;https://papuabarat.tribunnews.com/2023/12/12/john-morin-sebut-prabowo-gibran-paling-berpotensi-melanjutkan-pembangunan-di-tanah-papua;positif;john morin prabowo gibran potensi bangun tanah papua
Resmikan Kantor DPP Prabu, Hashim Paparkan Program ...;Rakyat Merdeka;12/12/2023;https://rm.id/baca-berita/pemilu/201523/resmikan-kantor-dpp-prabu-hashim-paparkan-program-susu-gratis-prabowogibran;netral;resmi kantor dpp prabu hashim program
TKN Prabowo-Gibran Tanggapi Hasil Debat Perdana Capres;JawaPos.com;12/12/2023;https://www.jawapos.com/image/detail/3656/tkn-prabowo-gibran-tanggapi-hasil-debat-perdana-capres;netral;tkn prabowo gibran tanggap hasil debat perdana capres
Di Depan Prabowo, Anies Sebut Fenomena Ordal Menyebalkan;Liputan6.com;12/12/2023;https://www.liputan6.com/global/read/5479584/di-depan-prabowo-anies-sebut-fenomena-ordal-menyebalkan;netral;prabowo anies fenomena ordal
DPC Tani Merdeka Salatiga dilantik, nyatakan dukungan ...;Elshinta.Com;12/12/2023;https://elshinta.com/news/322210/2023/12/12/dpc-tani-merdeka-salatiga-dilantik-nyatakan-dukungan-kepada%C2%A0prabowogibran;netral;dpc tani merdeka salatiga lantik dukung
"Tak Hadiri Debat Capres, AHY Ngaku Sudah Titip Pesan Rahasia ke 
Prabowo-Gibran";BeritaSatu.com;12/12/2023;https://www.beritasatu.com/bersatu-kawal-pemilu/2786493/tak-hadiri-debat-capres-ahy-ngaku-sudah-titip-pesan-rahasia-ke-prabowo-gibran;netral;hadir debat capres ahy titip pesan rahasia prabowo gibran
"Profil Nusron Wahid yang Diberhentikan dari Ketua PBNU, Jabat Sekretaris 
TKN Prabowo-Gibran";Liputan6.com;12/12/2023;https://www.liputan6.com/regional/read/5479787/profil-nusron-wahid-yang-diberhentikan-dari-ketua-pbnu-jabat-sekretaris-tkn-prabowo-gibran;netral;profil nusron wahid henti ketua pbnu jabat sekretaris tkn prabowo gibran
"Targetkan Kemenangan, Gerindra Ingin Hadirkan Prabowo dan Gibran di 
Kabupaten Bandung - Ayo Bandung";Ayo Bandung;12/12/2023;https://www.ayobandung.com/bandung-raya/7911174426/targetkan-kemenangan-gerindra-ingin-hadirkan-prabowo-dan-gibran-di-kabupaten-bandung;netral;target menang gerindra hadir prabowo gibran kabupaten bandung ayo bandung
"Elektabilitas Prabowo-Gibran Teratas di Survei Litbang Kompas Terbaru, 
Gerindra: Tak Boleh Lengah!";KOMPAS.tv;12/12/2023;https://www.kompas.tv/video/468519/elektabilitas-prabowo-gibran-teratas-di-survei-litbang-kompas-terbaru-gerindra-tak-boleh-lengah;netral;elektabilitas prabowo gibran survei teliti dan kembang kompas gerindra lengah
